备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
粤备2024023556,盐酸度洛西汀肠溶胶囊,国药准字H20203728,东莞市阳之康医药有限责任公司,广东省东莞市松山湖园区工业北路1号1栋301室,广东东阳光药业股份有限公司,广东省东莞市松山湖园区工业北路1号,本品依据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告(2023年第142号)》，修订方式为试点方式3，备案药品说明书（简化版）及电子药品说明书（完整版），药品说明书（简化版）引用药品说明书（完整版）[药品名称]、[成份]、[性状]、[适应症]、[规格]、[用法用量]、[禁忌]、[贮藏]、[药品上市许可持有人]项目，只涉及字体和格式的调整，此次备案说明书内容与原备案说明书内容一致。,广东省药品监督管理局,2024-06-26,已备案,详情
桂备2024024091,感冒灵颗粒,国药准字Z45022021,广西邦琪药业集团有限公司,钦州市皇马工业园,广西邦琪药业集团有限公司,钦州市钦北区大井工业园,"根据国家药品监督管理局《药品说明书和标签管理规定》（局令第24号）及《反兴奋剂条例》有关规定，对药品说明书、包装标签修订的内容有：
1、药品注册商标由“江济堂”修订为“药邦”商标。
2、药品说明书、包装标签【注意事项】增加“运动员慎用”项内容描述。
3、咨询电话由“0795-7162017”修订为“4009966189、4008818196”。
4、中包装（纸盒）底色由“黄绿色”修订为“黄色、绿色”式样。
除此之外，其余相关内容（材质）不变。",广西壮族自治区药品监督管理局,2024-06-26,已备案,详情
粤备2024023491,注射用亚胺培南西司他丁钠,国药准字H20084018,珠海联邦制药股份有限公司,珠海市金湾区三灶镇安基路2428号,珠海联邦制药股份有限公司,珠海市金湾区三灶镇安基路2428号,本品包装材料和容器中硼硅玻璃管制注射剂瓶新增供应商：沧州四星玻璃股份有限公司、注射用无菌粉末用卤化丁基橡胶塞（溴化）新增供应商：应城市恒天药业包装有限公司。,广东省药品监督管理局,2024-06-26,已备案,详情
桂备2024023893,桑菊感冒颗粒,国药准字Z45021013,广西日田药业集团有限责任公司,广西柳州市柳城县大埔镇河西工业园区富民路一巷6号,广西日田药业集团有限责任公司,广西柳州市柳城县大埔镇河西工业园区富民路一巷6号,说明书、复合膜、小盒变更包装标签样式。文字内容不变。,广西壮族自治区药品监督管理局,2024-06-26,已备案,详情
陕备2024024154,小儿感冒退热糖浆,国药准字Z20027609,清华德人西安幸福制药有限公司,陕西省西安市新城区幸福中路107号,清华德人西安幸福制药有限公司,西安市高新区集贤园集财南路中段6号;西安市新城区幸福中路107号,申请说明书二维码，修改标签式样，将说明书印制在外盒上。,陕西省药品监督管理局,2024-06-26,已备案,详情
川备2024024081,中长链脂肪乳/氨基酸（16）/葡萄糖（36%）注射液,国药准字H20223196,四川科伦药业股份有限公司,成都市新都卫星城工业开发区南二路,四川科伦药业股份有限公司,四川省成都市新都卫星城工业开发区南二路,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址新增四川省成都市新都卫星城工业开发区南二路多室袋输液车间TC线。,四川省药品监督管理局,2024-06-26,已备案,详情
桂备2024024047,橘红痰咳颗粒,国药准字Z20064174,广西葛洪堂药业有限公司,广西钦州市灵山陆屋工业园区,广西葛洪堂药业有限公司,广西钦州市灵山陆屋工业园区,1、增加11袋/盒包装规格，其商标修订为“亿和”“仁和”；按要求重新设计版面、排版、背景图案、字体、尺寸等相关内容。2、说明书、纸盒【包装】项修订为“双向拉伸聚丙烯/真空镀铝流延聚丙烯药用复合膜；10克/袋×11袋/盒”；增加咨询电话：4009966189 4008818196。3、纸盒增加追溯码项内容。4、纸箱【包装规格】项按“xx克/袋×xx袋/盒×xx盒”的要求修订。其余相关内容（材质）不变，样稿见申请表附件。,广西壮族自治区药品监督管理局,2024-06-25,已备案,详情
琼备2024023954,坎地沙坦酯片,国药准字H20130124,海南惠普森医药生物技术有限公司,海口市保税区C09-2,海南惠普森医药生物技术有限公司,海口市保税区C09-2,"1.变更制剂所用原料药的供应商：增加“浙江华海药业股份有限公司”为坎地沙坦酯片原料药坎地沙坦酯的供应商。
2.变更制剂生产工艺：变更原料药坎地沙坦酯内控标准的分析方法。",海南省药品监督管理局,2024-06-25,已备案,详情
浙备2024023594,无比山药丸,国药准字Z33020111,杭州胡庆余堂药业有限公司,浙江省杭州市临平区经济技术开发区新洲路70号,杭州胡庆余堂药业有限公司,浙江省杭州市临平区经济技术开发区新洲路70号,"1、根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》(2023年第142号)，作为第一批参与试点的药品上市许可持有人对无比山药丸的说明书进行相应的修订。修订内容为:在纸质说明书(完整版)上，增加一个可获得电子说明书(完整版)的二维码。
2、本品上市许可持有人注册地址名称由“杭州余杭经济技术开发区新洲路70号”变更为“浙江省杭州市临平区经济技术开发区新洲路70号”；生产企业地址名称由“杭州余杭经济技术开发区新洲路70号”变更为“浙江省杭州市临平区经济技术开发区新洲路70号”，并对说明书、包装标签作相应修订。
3、将产品说明书中“如有问题可与生产企业联系”修订为“如有问题可与上市许可持有人联系”。",浙江省药品监督管理局,2024-06-25,已备案,详情
桂备2024010488,维C银翘片,国药准字Z20063456,广西圣民制药有限公司,北海市合浦县平头岭工业园区经一路23号,广西圣民制药有限公司,北海市合浦县平头岭工业园区经一路23号,生产企业名称由“广西恒仁制药有限公司”变更为“广西圣民制药有限公司”，生产地址由“桂林市临桂县西城南路秧塘工业园”变更为“北海市合浦县平头岭工业园区经一路23号”。,广西壮族自治区药品监督管理局,2024-06-26,已备案,详情
鲁备2024023184,乌丹降脂颗粒,国药准字Z20026334,威海华洋药业有限公司,山东省威海市环翠区羊亭镇惠河路4号,威海华洋药业有限公司,山东省威海市环翠区羊亭镇惠河路4号,该产品长期未生产，根据国家食品药品监督管理局国家药品标准颁布件“批件号：（2012）国药标字ZD-0349号”的要求，乌丹降脂颗粒质量标准由“中华人民共和国国家药品监督管理局标准（试行）WS-10919（ZD-0919）-2002”变更为“国家药品监督管理局国家药品标准WS-10919（ZD-0919）-2002-2012Z”。说明书中的【执行标准】由“中华人民共和国国家药品监督管理局标准（试行）WS-10919（ZD-0919）-2002”变更为“国家药品监督管理局国家药品标准WS-10919（ZD-0919）-2002-2012Z”，其他内容均未发生变更。标签不进行变更。,山东省药品监督管理局,2024-06-26,已备案,详情
粤备2024023644,托珠单抗注射液,国药准字S20240009,百奥泰生物制药股份有限公司,广州高新技术产业开发区科学城开源大道11号A6栋第五层,百奥泰生物制药股份有限公司,广州市黄埔区永和经济开发区摇田河大街155号,1. 生产用原料碳酸氢钠质量标准和检测方法变更。2. 制剂辅料聚山梨酯80质量标准变更。,广东省药品监督管理局,2024-06-26,已备案,详情
粤备2024023554,盐酸度洛西汀肠溶胶囊,国药准字H20203729,东莞市阳之康医药有限责任公司,广东省东莞市松山湖园区工业北路1号1栋301室,广东东阳光药业股份有限公司,广东省东莞市松山湖园区工业北路1号,本品依据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告(2023年第142号)》，修订方式为试点方式3，备案药品说明书（简化版）及电子药品说明书（完整版），药品说明书（简化版）引用药品说明书（完整版）[药品名称]、[成份]、[性状]、[适应症]、[规格]、[用法用量]、[禁忌]、[贮藏]、[药品上市许可持有人]项目，只涉及字体和格式的调整，此次备案说明书内容与原备案说明书内容一致。,广东省药品监督管理局,2024-06-26,已备案,详情
冀备2024024122,开塞露（含甘油）,国药准字H20103545,北京京丰制药（河北）有限公司,河北省唐山市丰南区广生东路6号,北京京丰制药（河北）有限公司,河北省唐山市丰南区广生东路6号,"申请本品的原料药供应商增加“浙江省凤凰化工有限公司”。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性,必要时提出补充申请 。",河北省药品监督管理局,2024-06-26,已备案,详情
苏备2024024065,雷公藤总萜片,国药准字Z20026007,南京中山制药有限公司,南京市经济技术开发区恒发路21号,南京中山制药有限公司,南京市经济技术开发区恒发路21号,根据国家药品监督管理局于2012年11月2日颁布的国家药品标准（WS-10715(ZD-0715)-2002-2012Z），修订药品说明书与标签【规格】项。具体修订为：【规格】每片含雷公藤甲素20μg。,江苏省药品监督管理局,2024-06-26,已备案,详情
渝备2024022254,玉屏风口服液,国药准字Z51022325,葵花药业集团重庆小葵花儿童制药有限公司,重庆市涪陵区鹤凤大道26号,葵花药业集团重庆小葵花儿童制药有限公司,重庆市涪陵区鹤凤大道26号,根据国家药监局关于修订玉屏风制剂说明书的公告（2024年第42号），对玉屏风口服液说明书进行修订。,重庆市药品监督管理局,2024-06-26,已备案,详情
吉备2024024163,清咳平喘颗粒,国药准字Z20040047,长春雷允上药业有限公司,吉林省长春市高新开发区前进大街火炬路833号,长春雷允上药业有限公司,长春市隆北路1288号,申请对使用铝塑复合膜包装的清咳平喘颗粒（国药准字Z20040047），药品有效期由24个月变更为30个月进行备案。企业对申报资料真实性和合法性负责，并于备案公示后对该药品说明书和标签中有效期项做相应修改。,吉林省药品监督管理局,2024-06-26,已备案,详情
琼备2024024192,注射用头孢呋辛钠,国药准字H20064952 国药准字H20064955 国药准字H20064953,海口市制药厂有限公司,海南省海口市秀英区南海大道192号,海口市制药厂有限公司,海南省海口市秀英区南海大道192号,注射用头孢呋辛钠的药品有效期由18个月变更为24个月。,海南省药品监督管理局,2024-06-26,已备案,详情
桂备2024023801,参芪蛤蚧补浆,国药准字Z45022399,广西大力神制药股份有限公司,灵山县灵城镇海岩路99号,广西大力神制药股份有限公司,灵山县灵城镇海岩路99号,变更内包材，由“口服液体用聚氯乙烯/低密度聚乙烯复合膜硬片”变更“聚酯/铝/聚乙烯药用复合膜”。,广西壮族自治区药品监督管理局,2024-06-26,已备案,详情
浙备2024024146,西格列汀二甲双胍片(II),国药准字H20223873,浙江华海药业股份有限公司,浙江省临海市汛桥,浙江省华海药业股份有限公司,浙江省临海市汛桥,新增原料药供应商：新增浙江昌海制药有限公司（登记号：Y20210001109，登记状态：A）为本品原料药磷酸西格列汀的供应商。,浙江省药品监督管理局,2024-06-26,已备案,详情
吉备2024024147,一清颗粒,国药准字Z20044404,吉林特研药业有限公司,吉林市左家镇资源路3号,吉林特研药业有限公司,吉林市左家镇资源路3号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更复合膜包装，7.5g×8袋/盒药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-06-26,已备案,详情
鲁备2024023468,吉非替尼片,国药准字H20243617,山东新时代药业有限公司,山东费县北外环路1号,山东新时代药业有限公司,山东费县北外环路1号,本品说明书和包装标签中增加“通过一致性评价”标识。,山东省药品监督管理局,2024-06-26,已备案,详情
桂备2024023200,盐酸舍曲林片,国药准字H20243683,桂林南药股份有限公司,桂林市七里店路43号,桂林南药股份有限公司,桂林市七里店路43号,本品有效期由“18个月”变更为“24个月”,广西壮族自治区药品监督管理局,2024-06-26,已备案,详情
粤备2024023643,托珠单抗注射液,国药准字S20230003,百奥泰生物制药股份有限公司,广州高新技术产业开发区科学城开源大道11号A6栋第五层,百奥泰生物制药股份有限公司,广州市黄埔区永和经济开发区摇田河大街155号,1. 生产用原料碳酸氢钠质量标准和检测方法变更。2. 制剂辅料聚山梨酯80质量标准变更。,广东省药品监督管理局,2024-06-26,已备案,详情
鲁备2024023257,骨化三醇软胶囊,国药准字H20030491,正大制药（青岛）有限公司,青岛经济技术开发区团结路3601号,正大制药（青岛）有限公司,青岛经济技术开发区团结路3601号,本品有效期由“24个月”变更为“36个月”。说明书和标签有效期项进行相应修订。,山东省药品监督管理局,2024-06-26,已备案,详情
晋备2024023151,曲克芦丁注射液,国药准字H14024053,石药银湖制药有限公司,山西省运城市盐湖高新技术产业开发区南风大道11号,石药银湖制药有限公司,山西省运城市盐湖高新技术产业开发区南风大道11号,变更制剂所用原料及包材的供应商，即曲克芦丁注射液所用原料曲克芦丁供应商在原有上海现代哈森(商丘)药业有限公司、济宁市瑞信堂大禹药业有限公司、四川协力制药股份有限公司基础上增加天方药业有限公司（登记号：Y20190008300，与制剂共同审评审批结果为A）；所用包材低硼硅玻璃安瓿供应商在原有山西宏光医用玻璃股份有限公司、成都市金鼓药用包装有限公司、宝鸡市通力药用玻璃有限责任公司、安阳北方玻璃制品有限公司济源分公司、尼普洛医用包装材料（安阳）有限公司基础上增加河北正兴玻璃有限公司（登记号：B20190007719，与制剂共同审评审批结果为A）。,山西省药品监督管理局,2024-06-26,已备案,详情
晋备2024023180,盐酸右美托咪定注射液,H20243953,山西远扬医药科技有限公司,山西综改示范区太原唐槐园区唐槐路86号1幢1-2层,石药银湖制药有限公司,山西省运城市盐湖高新技术产业开发区南风大道11号,申请说明书和标签备案：本品于2024年06月04日取得药品注册证书，为视同通过仿制药一致性评价的药品，现申请在说明书及包装标签上增加“仿制药一致性评价” 标识，并根据本品注册证书（证书编号：2024S01105）附件“盐酸右美托咪定注射液说明书”“盐酸右美托咪定注射液标签”内容进行修订。,山西省药品监督管理局,2024-06-26,已备案,详情
冀备2024024122,开塞露（含甘油）,国药准字H20103545,北京京丰制药（河北）有限公司,河北省唐山市丰南区广生东路6号,北京京丰制药（河北）有限公司,河北省唐山市丰南区广生东路6号,"申请本品的原料药供应商增加“浙江省凤凰化工有限公司”。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性,必要时提出补充申请 。",河北省药品监督管理局,2024-06-26,已备案,详情
苏备2024024065,雷公藤总萜片,国药准字Z20026007,南京中山制药有限公司,南京市经济技术开发区恒发路21号,南京中山制药有限公司,南京市经济技术开发区恒发路21号,根据国家药品监督管理局于2012年11月2日颁布的国家药品标准（WS-10715(ZD-0715)-2002-2012Z），修订药品说明书与标签【规格】项。具体修订为：【规格】每片含雷公藤甲素20μg。,江苏省药品监督管理局,2024-06-26,已备案,详情
粤备2024023543,盐酸尼卡地平片,国药准字H44024890,三才石岐制药股份有限公司,中山市火炬开发区松柏路1号B幢,三才石岐制药股份有限公司,中山市火炬开发区松柏路1号B幢,本品增加制剂所用原料药盐酸尼卡地平的供应商“四川青木制药有限公司”。,广东省药品监督管理局,2024-06-26,已备案,详情
浙备2024024146,西格列汀二甲双胍片(II),国药准字H20223873,浙江华海药业股份有限公司,浙江省临海市汛桥,浙江省华海药业股份有限公司,浙江省临海市汛桥,新增原料药供应商：新增浙江昌海制药有限公司（登记号：Y20210001109，登记状态：A）为本品原料药磷酸西格列汀的供应商。,浙江省药品监督管理局,2024-06-26,已备案,详情
吉备2024024147,一清颗粒,国药准字Z20044404,吉林特研药业有限公司,吉林市左家镇资源路3号,吉林特研药业有限公司,吉林市左家镇资源路3号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更复合膜包装，7.5g×8袋/盒药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-06-26,已备案,详情
鲁备2024023468,吉非替尼片,国药准字H20243617,山东新时代药业有限公司,山东费县北外环路1号,山东新时代药业有限公司,山东费县北外环路1号,本品说明书和包装标签中增加“通过一致性评价”标识。,山东省药品监督管理局,2024-06-26,已备案,详情
桂备2024023200,盐酸舍曲林片,国药准字H20243683,桂林南药股份有限公司,桂林市七里店路43号,桂林南药股份有限公司,桂林市七里店路43号,本品有效期由“18个月”变更为“24个月”,广西壮族自治区药品监督管理局,2024-06-26,已备案,详情
鲁备2024023257,骨化三醇软胶囊,国药准字H20030491,正大制药（青岛）有限公司,青岛经济技术开发区团结路3601号,正大制药（青岛）有限公司,青岛经济技术开发区团结路3601号,本品有效期由“24个月”变更为“36个月”。说明书和标签有效期项进行相应修订。,山东省药品监督管理局,2024-06-26,已备案,详情
粤备2024023643,托珠单抗注射液,国药准字S20230003,百奥泰生物制药股份有限公司,广州高新技术产业开发区科学城开源大道11号A6栋第五层,百奥泰生物制药股份有限公司,广州市黄埔区永和经济开发区摇田河大街155号,1. 生产用原料碳酸氢钠质量标准和检测方法变更。2. 制剂辅料聚山梨酯80质量标准变更。,广东省药品监督管理局,2024-06-26,已备案,详情
晋备2024023151,曲克芦丁注射液,国药准字H14024053,石药银湖制药有限公司,山西省运城市盐湖高新技术产业开发区南风大道11号,石药银湖制药有限公司,山西省运城市盐湖高新技术产业开发区南风大道11号,变更制剂所用原料及包材的供应商，即曲克芦丁注射液所用原料曲克芦丁供应商在原有上海现代哈森(商丘)药业有限公司、济宁市瑞信堂大禹药业有限公司、四川协力制药股份有限公司基础上增加天方药业有限公司（登记号：Y20190008300，与制剂共同审评审批结果为A）；所用包材低硼硅玻璃安瓿供应商在原有山西宏光医用玻璃股份有限公司、成都市金鼓药用包装有限公司、宝鸡市通力药用玻璃有限责任公司、安阳北方玻璃制品有限公司济源分公司、尼普洛医用包装材料（安阳）有限公司基础上增加河北正兴玻璃有限公司（登记号：B20190007719，与制剂共同审评审批结果为A）。,山西省药品监督管理局,2024-06-26,已备案,详情
晋备2024023180,盐酸右美托咪定注射液,H20243953,山西远扬医药科技有限公司,山西综改示范区太原唐槐园区唐槐路86号1幢1-2层,石药银湖制药有限公司,山西省运城市盐湖高新技术产业开发区南风大道11号,申请说明书和标签备案：本品于2024年06月04日取得药品注册证书，为视同通过仿制药一致性评价的药品，现申请在说明书及包装标签上增加“仿制药一致性评价” 标识，并根据本品注册证书（证书编号：2024S01105）附件“盐酸右美托咪定注射液说明书”“盐酸右美托咪定注射液标签”内容进行修订。,山西省药品监督管理局,2024-06-26,已备案,详情
蒙备2024024128,逍遥丸,国药准字Z15020904,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,"1.申请逍遥丸丸生产地址名称表述变更，由“内蒙古五原县隆兴昌镇团结路”变更为“内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路”。
2.申请逍遥丸“药品包装用铝箔和聚氯乙烯固体药用硬片泡罩包装，9g/丸×10丸/板×1板/盒”包装规格的说明书、包装标签的重新备案。具体变更内容如下：
逍遥丸药品说明书、包装标签【上市许可持有人/生产企业】项下生产地址由“内蒙古五原县隆兴昌镇团结路”变更为“内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路”。
逍遥丸内标签“【产品批号】”变更为“【产品批号】见边缘处”，“【有效期】36个月”变更为“【有效期至】见边缘处”。
规范逍遥丸药品说明书中的内容：【包装】项下“药用铝塑包装”修订为“药品包装用铝箔和聚氯乙烯固体药用硬片泡罩包装”；“9克×10丸/盒”修订为“每丸重9克，每板装10丸，每盒装1板”；
【执行标准】修订为“《中国药典》2020年版一部”；其余内容皆按照相关法规要求，重新进行设计。申请人对申报资料的真实性、准确性、完整性、规范性负责。",内蒙古自治区药品监督管理局,2024-06-26,已备案,详情
蒙备2024024127,八珍益母丸,国药准字Z15020729,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,"1.申请八珍益母丸生产地址名称表述变更，由“内蒙古五原县隆兴昌镇团结路”变更为“内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路”。
2.申请八珍益母丸“药品包装用铝箔和聚氯乙烯固体药用硬片泡罩包装，9g/丸×10丸/板×1板/盒”包装规格的说明书、包装标签的重新备案。具体变更内容如下：
八珍益母丸药品说明书、包装标签【上市许可持有人/生产企业】项下生产地址由“内蒙古五原县隆兴昌镇团结路”变更为“内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路”。
八珍益母丸内标签“【产品批号】”变更为“【产品批号】见边缘处”，“【有效期】36个月”变更为“【有效期至】见边缘处”。
规范八珍益母丸药品说明书中的内容：【警示语】项下增加“警告：孕妇及月经过多者禁用。”；【包装】项下“药用铝塑包装”修订为“药品包装用铝箔和聚氯乙烯固体药用硬片泡罩包装”；“9克×10丸/盒”修订为“每丸重9克，每板装10丸，每盒装1板”；【执行标准】修订为“《中国药典》2020年版一部”；
其余内容皆按照相关法规要求，重新进行设计。申请人对申报资料的真实性、准确性、完整性、规范性负责。",内蒙古自治区药品监督管理局,2024-06-26,已备案,详情
陕备2024023130,沉香化气丸,国药准字Z61021244,陕西汉王药业股份有限公司,陕西省汉中市汉台区经济开发区创智产业园高新大道6号,陕西汉王药业股份有限公司,陕西省汉中市汉台区（经济开发区北区）迎宾西路；陕西省汉中市汉台区经济开发区创智产业园高新大道6号,根据沉香化气丸稳定性考察研究资料结果，延长该产品有效期，将该产品“【有效期】：24个月”变更为“【有效期】：36个月”。,陕西省药品监督管理局,2024-06-26,已备案,详情
苏备2024024129,帕拉米韦注射液,国药准字H20243910,江苏吴中医药集团有限公司苏州制药厂,苏州市吴中区东吴南路2-1号,江苏吴中医药集团有限公司苏州制药厂,苏州市吴中区东吴南路2-1号,根据国家药品监督管理局标准YBH10552024制定了稳定性考察方案，稳定性数据结果符合方案要求，现将本品有效期由18个月变更为24个月。同时根据本品获得的《药品注册证书》及其附件（含药品说明书），现根据已批准的药品说明书修改包装标签，并根据国家局《关于“通过一致性评价”标识使用有关事宜的说明》，在本品说明书标签中增加“仿制药一致性评价”标识。,江苏省药品监督管理局,2024-06-26,已备案,详情
苏备2024023948,盐酸左氧氟沙星注射液,国药准字H20103146,南京成同生物制药技术发展有限公司,南京市高淳区桠溪国际慢城小镇10栋G区2511室,扬州中宝药业股份有限公司,江苏省扬州市宝应县经济开发区新 区宝应大道 91 号,上市许可持有人地址变更为：南京市高淳区桠溪国际慢城小镇10栋G区2511室。,江苏省药品监督管理局,2024-06-26,已备案,详情
川备2024011984,复方氨基酸(15AA-II)/葡萄糖(10%)电解质注射液,国药准字H20213054,四川科伦药业股份有限公司,成都市新都卫星城工业开发区南二路,四川科伦药业股份有限公司,四川省成都市新都卫星城工业开发区南二路,备案第6.4项：变更制剂所用原料药供应商，葡萄糖的供应商在潍坊盛泰药业有限公司基础上新增山东天力药业有限公司(登记号：Y20180000846，登记状态：A)；醋酸钠的供应商在台山市新宁制药有限公司基础上新增河北华晨药业集团有限公司（登记号：Y20190008841，登记状态：A）；氯化钠的供应商在中盐云虹湖北制药股份有限公司基础上新增河北华晨药业集团有限公司（登记号：Y20190008765，登记状态：A）；氯化钙的供应商在天津海光科技发展股份有限公司基础上新增河北华晨药业集团有限公司（登记号：Y20190008771，登记状态：A）；氯化镁的供应商在天津海光科技发展股份有限公司基础上新增江苏省勤奋药业有限公司（登记号：Y20190000111，登记状态：A）；异亮氨酸的供应商在津药药业股份有限公司基础上新增湖北省八峰药化股份有限公司（登记号：Y20190009527，登记状态：A）；亮氨酸的供应商在津药药业股份有限公司基础上新增湖北省八峰药化股份有限公司（登记号：Y20190009530，登记状态：A）；苯丙氨酸的供应商在津药药业股份有限公司的基础上新增湖北省八峰药化股份有限公司（登记号：Y20190009537，登记状态：A）；缬氨酸的供应商在津药药业股份有限公司的基础上新增无锡晶海氨基酸股份有限公司（登记号：Y20190009684，登记状态：A）；酪氨酸的供应商在津药药业股份有限公司的基础上新增无锡晶海氨基酸股份有限公司（登记号：Y20190008703，登记状态：A）；盐酸赖氨酸的供应商在津药药业股份有限公司的基础上新增湖北省八峰药化股份有限公司（登记号：Y20190009538，登记状态：A）；甲硫氨酸的供应商在津药药业股份有限公司的基础上新增湖北省八峰药化股份有限公司（登记号：Y20190009532，登记状态：A）；苏氨酸的供应商在津药药业股份有限公司的基础上新增无锡晶海氨基酸股份有限公司（登记号：Y20190009683，登记状态：A）；色氨酸的供应商在津药药业股份有限公司的基础上新增无锡晶海氨基酸股份有限公司（登记号：Y20190008701，登记状态：A）；丙氨酸的供应商在津药药业股份有限公司的基础上新增湖北省八峰药化股份有限公司（登记号：Y20190009531，登记状态：A）；甘氨酸的供应商在津药药业股份有限公司的基础上新增湖北省八峰药化股份有限公司（登记号：Y20190009533，登记状态：A）；精氨酸的供应商在上海协和氨基酸有限公司的基础上新增无锡晶海氨基酸股份有限公司（登记号：Y20190008699，登记状态：A）；丝氨酸的供应商在上海协和氨基酸有限公司的基础上新增无锡晶海氨基酸股份有限公司（登记号：Y20190008705，登记状态：A）；脯氨酸的供应商在广东肇庆星湖生物科技股份有限公司星湖生化制药厂的基础上新增供应商无锡晶海氨基酸股份有限公司（登记号：Y20190008706；登记状态：A）。,四川省药品监督管理局,2024-06-26,已备案,详情
Y川备2024013757,盐酸哌罗匹隆,Y20210001182,无,无,四川天道制药有限公司,四川省泸州市泸县玉蟾街道酒香大道8号附7号,申请将盐酸哌罗匹隆有效期由18个月变更为36个月。,四川省药品监督管理局,2024-06-26,已备案,详情
黑备2024022202,枸橼酸托法替布片,国药准字H20243171,黑龙江珍宝岛药业股份有限公司,黑龙江省鸡西市虎林市虎林镇红星街72号,广州玻思韬控释药业有限公司,广州高新技术产业开发区科学城开源大道11号C2栋第六层,申请变更枸橼酸托法替布片有效期，有效期由24个月延长至36个月。,黑龙江省药品监督管理局,2024-06-26,已备案,详情
渝备2024023611,元胡止痛片,国药准字Z50020646,天圣制药集团股份有限公司,重庆市朝阳工业园区（垫江桂溪）,天圣制药集团股份有限公司,重庆市朝阳工业园区（垫江桂溪）,根据“国家药监局关于修订元胡止痛片制剂说明书的公告（2024年第40号）”的要求，涉及我公司元胡止痛片需修订药品说明书安全性内容，对说明书【不良反应】、【禁忌】、【注意事项】项安全性内容进行修订。,重庆市药品监督管理局,2024-06-26,已备案,详情
苏备2024024003,氢溴酸右美沙芬口服溶液,国药准字H20093589,南京海鲸药业股份有限公司,南京市江北新区新科二路23号,南京海鲸药业股份有限公司,南京市江北新区新科二路23号,根据国家药监局公安部国家卫生健康委关于调整精神药品目录的公告（2024年第54号）和国家药监局国家卫生健康委关于加强右美沙芬等药品管理的通知（国药监药管〔2024〕16号），在说明书和标签中增加“精神药品”标识。,江苏省药品监督管理局,2024-06-26,已备案,详情
粤备2024023520,元胡止痛片,国药准字Z44021166,广东宏兴集团股份有限公司宏兴制药厂,潮州市潮安区潮州高铁新城东山湖现代产业园湖山北路11号,广东宏兴集团股份有限公司宏兴制药厂,汕头市揭阳路28号,根据《国家药监局关于修订元胡止痛制剂说明书的公告》（2024年第40号）规定修订【不良反应】、【禁忌】、【注意事项】项内容。,广东省药品监督管理局,2024-06-26,已备案,详情
浙备2024023873,硫酸镁注射液,国药准字H33021961,杭州民生药业股份有限公司,浙江省杭州市临平区东湖街道临平大道36号,杭州民生药业股份有限公司,浙江省杭州市临平区东湖街道临平大道36号,1.新增本品原料药硫酸镁的供应商：自贡鸿鹤制药有限责任公司（登记号：Y20190008371；登记状态：A）； 2.新增本品包材中硼硅玻璃安瓿的供应商：山东力诺特种玻璃股份有限公司（登记号：B20170000131；登记状态：A）；3.变更色水检漏法中，胭脂红色素水浓度及其检漏参数。,浙江省药品监督管理局,2024-06-26,已备案,详情
Y苏备2024024079,甲磺酸瑞厄替尼,Y20210001028,无,无,南京圣和药业股份有限公司,南京化学工业园赵桥河南路68号,根据本品质量标准YBY65492024制定了稳定性考察方案，稳定性数据结果符合方案要求，现将本品有效期由24个月变更为36个月。,江苏省药品监督管理局,2024-06-26,已备案,详情
