备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
豫备2024022317,清热解毒口服液,国药准字Z41021222,河南越人药业有限公司,郑州航空港经济综合实验区规划工业三路与生物科技二街交叉口东南角,河南越人药业有限公司,郑州航空港经济综合实验区规划工业三路与生物科技二街交叉口东南角,生产企业名称由安阳路德药业有限责任公司变更为河南越人药业有限公司;生产企业地址由河南省安阳市文峰产业集聚区平原路北段变更为郑州航空港经济综合实验区规划工业三路与生物科技二街交叉口东南角,河南省药品监督管理局,2024-06-13,已备案,详情
陕备2024021301,一清颗粒,国药准字Z20054251,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,我公司产品一清颗粒，根据国家局适老化及无障碍版本药品说明书要求，在原说明书和标签上增加说明书二维码，申请修改药品说明书和包装标签式样。,陕西省药品监督管理局,2024-06-13,已备案,详情
豫备2024022206,二羟丙茶碱注射液,国药准字H20066526,遂成药业股份有限公司,新郑市庆安路219号,遂成药业股份有限公司,河南省新郑市庆安路,延长二羟丙茶碱注射液有效期至36个月，同时将标签及说明书的有效期由24个月变更为36个月。,河南省药品监督管理局,2024-06-13,已备案,详情
吉备2024022390,阿奇霉素颗粒,国药准字H20093781,长春雷允上药业有限公司,吉林省长春市高新开发区前进大街火炬路833号,长春雷允上药业有限公司,长春市隆北路1288号,根据《药品注册管理办法》（局令第27号）及临床使用情况，增加药品包装规格：聚酯/铝/聚乙烯药品包装用复合膜、袋包装，18袋/盒，并对说明书中的包装规格做相应修改。同时根据《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-06-13,已备案,详情
陕备2024021293,一清颗粒,国药准字Z20054251,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,我公司产品一清颗粒，根据国家局适老化及无障碍版本药品说明书要求，在原说明书和标签上增加说明书二维码，申请修改药品说明书和包装标签式样。,陕西省药品监督管理局,2024-06-13,已备案,详情
冀备2024021909,葡萄糖注射液,国药准字H13022476,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,石家庄四药有限公司,石家庄经济技术开发区扬子路(聚丙烯输液瓶、多层共挤膜输液袋、直立式聚丙烯输液袋、聚丙烯共混输液袋）；石家庄高新技术产业开发区槐安东路518号(玻璃输液瓶、多层共挤膜输液袋)；河北省石家庄经济技术开发区兴业街9号（直立式聚丙烯输液袋）,申请备案本品（聚丙烯共混输液袋包装）生产场地增加“河北省石家庄经济技术开发区兴业街9号312车间22#生产线”，同时关联工艺变更：1、变更不影响制剂关键质量属性的工艺参数；2、采用终端灭菌工艺生产的无菌制剂变更过滤器的材料和孔径。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品的安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-06-13,已备案,详情
蒙备2024022483,槟榔四消丸,国药准字Z15020726,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,"1.申请槟榔四消丸生产地址名称表述变更，由“内蒙古五原县隆兴昌镇团结路”变更为“内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路”。
2.申请槟榔四消丸“药品包装用铝箔和聚氯乙烯固体药用硬片泡罩包装，9g/丸×10丸/板×1板/盒”包装规格的说明书、包装标签的重新备案。具体变更内容如下：
槟榔四消丸药品说明书、包装标签【上市许可持有人/生产企业】项下生产地址由“内蒙古五原县隆兴昌镇团结路”变更为“内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路”。
槟榔四消丸内标签“【产品批号】”变更为“【产品批号】见边缘处”，“【有效期】36个月”变更为“【有效期至】见边缘处”。
规范槟榔四消丸药品说明书中的内容：【警示语】项下增加“警告：孕妇忌服。”；【包装】项下“药用铝塑包装”修订为“药品包装用铝箔和聚氯乙烯固体药用硬片泡罩包装”；“9克×10丸/盒”修订为“每丸重9克，每板装10丸，每盒装1板”；【执行标准】修订为“《中国药典》2020年版一部”；
其余内容皆按照相关法规要求，重新进行设计。申请人对申报资料的真实性、准确性、完整性、规范性负责。",内蒙古自治区药品监督管理局,2024-06-14,已备案,详情
沪备2024013841,碘海醇注射液,国药准字H20000592,通用电气药业（上海）有限公司,中国（上海）自由贸易试验区牛顿路1号,通用电气药业（上海）有限公司,中国（上海）自由贸易试验区牛顿路1号,根据本品同品种不同规格的参比制剂最新版说明书，变更本品药品说明书【不良反应】和【注意事项】项下内容.,上海市药品监督管理局,2024-06-14,已备案,详情
苏备2024022093,琥珀酰明胶电解质醋酸钠注射液,国药准字H20213785,贝朗医疗（苏州）有限公司,中国（江苏）自由贸易试验区苏州片区苏州工业园区长阳街128号,贝朗医疗（苏州）有限公司,中国（江苏）自由贸易试验区苏州片区苏州工业园区长阳街128号,根据《已上市化学药品药学变更研究技术指导原则（试行）》，经研究及验证后，原料药氯化钙新增供应商“江苏省勤奋药业有限公司”；原料药氯化镁新增供应商“江苏省勤奋药业有限公司”；原料药醋酸钠新增供应商“河北华晨药业集团有限公司”。包材输液袋用聚丙烯接口新增供应商“江苏金扬子包装科技有限公司”；包材塑料输液容器用聚丙烯组合盖新增供应商“江苏金扬子包装科技有限公司”。,江苏省药品监督管理局,2024-06-13,已备案,详情
鲁备2024021737,阿立哌唑口崩片,国药准字H20243787,瑞阳制药股份有限公司,山东省沂源县城瑞阳路1号,瑞阳制药股份有限公司,山东省沂源县城瑞阳路1号,申请将我公司生产品种：阿立哌唑口崩片药品说明书、包装标签中增加一致性评价专用标识。,山东省药品监督管理局,2024-06-13,已备案,详情
浙备2024015203,元胡止痛片,国药准字Z20054315,太极集团浙江东方制药有限公司,浙江省绍兴市越城区卧龙路108号,太极集团浙江东方制药有限公司,浙江省绍兴市越城区卧龙路108号,将上市许可持有人地址和生产地址名称由“绍兴市卧龙路108号”修改为“浙江省绍兴市越城区卧龙路108号”（实际地址未发生变更）。1.对元胡止痛片的说明书、标签的“上市许可持有人”和“生产地址”由“绍兴市卧龙路108号”变更为“浙江省绍兴市越城区卧龙路108号”（实际地址未发生变更）。2.根据《国家药监局关于修订元胡止痛制剂说明书的公告（2024年第40号）》文件要求将【不良反应】、【禁忌】、【注意事项】按《国家药品监督管理局令第24号》要求进行修订。,浙江省药品监督管理局,2024-06-13,已备案,详情
浙备2024021881,麝香止痛贴膏,国药准字Z19983123,浙江康恩贝中药有限公司,浙江省松阳县望松街道松康路1号,浙江康恩贝中药有限公司,浙江省松阳县望松街道松康路1号,"执行标准由""WS₃-B-0469-90""修订为“WS₃-B-0469-90-2023”，并相应修订说明书",浙江省药品监督管理局,2024-06-13,已备案,详情
吉备2024022427,他达拉非片,国药准字H20193041,长春海悦药业股份有限公司,长春市双阳区长春双阳经济开发区双营大路5555号,长春海悦药业股份有限公司,长春市高新区创举街672号,根据《药品注册管理办法》（局令第27号）及临床使用情况，增加药品包装规格：铝塑包装，1片×6板/盒、2片×6板/盒、3片×6板/盒、4片×6板/盒、5片×6板/盒、6片×6板/盒、7片×5板/盒、7片×6板/盒、8片×5板/盒、8片×6板/盒、9片×5板/盒、9片×6板/盒、10片×5板/盒、10片×6板/盒，并对说明书中的包装规格做相应修改。同时根据《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-06-13,已备案,详情
浙备2024019220,葡萄糖注射液,国药准字H33021289,浙江都邦药业股份有限公司,浙江省衢州市衢江经济开发区宾港中路26号,浙江都邦药业股份有限公司,浙江省衢州市衢江经济开发区宾港中路26号,本品（聚丙烯输液瓶，直立式聚丙烯输液袋）有效期由24个月变更为36个月，说明书进行修订。,浙江省药品监督管理局,2024-06-13,已备案,详情
浙备2024021904,替格瑞洛片,国药准字H20223100,浙江昂利康制药股份有限公司,浙江省嵊州市嵊州大道北1000号,浙江昂利康制药股份有限公司,绍兴嵊州市嵊州大道北1000号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》(2023年第142号)，作为参与试点的药品上市许可持有人对本品的说明书进行相应的修订。修订内容为：提供纸质药品说明书（简化版），并在纸质药品说明书（简化版）上设计一个可获得电子说明书（完整版）的二维码。,浙江省药品监督管理局,2024-06-13,已备案,详情
浙备2024021890,呋塞米注射液,国药准字H20233048,杭州民生药业股份有限公司,浙江省杭州市临平区东湖街道临平大道36号,杭州民生药业股份有限公司,浙江省杭州市临平区东湖街道临平大道36号,新增本品批量（32万支/批）并对相应配制时限、灌装时限参数进行变更。,浙江省药品监督管理局,2024-06-13,已备案,详情
黑备2024020816,单唾液酸四己糖神经节苷脂钠注射液,国药准字H20064601,哈尔滨医大药业股份有限公司,哈尔滨开发区哈平路集中区渤海路,哈尔滨医大药业股份有限公司,哈尔滨开发区哈平路集中区渤海路,变更制剂生产工艺中的过滤器材料，由除菌过滤膜（材质为醋酸纤维素）变更为除菌滤芯（材质为聚醚砜）。,黑龙江省药品监督管理局,2024-06-14,已备案,详情
沪备2024013841,碘海醇注射液,国药准字H20000592,通用电气药业（上海）有限公司,中国（上海）自由贸易试验区牛顿路1号,通用电气药业（上海）有限公司,中国（上海）自由贸易试验区牛顿路1号,根据本品同品种不同规格的参比制剂最新版说明书，变更本品药品说明书【不良反应】和【注意事项】项下内容.,上海市药品监督管理局,2024-06-14,已备案,详情
Y浙备2024020494,丙酸氟替卡松,Y20170000025,无,无,浙江仙琚制药股份有限公司,浙江省台州市仙居县福应街道现代工业集聚区丰溪西路15号,药典标准备案，质量标准由YBY64572018变更为“《中国药典》2020年版二部及YBY64572018（鉴别、有关物质、4-二甲氨基吡啶、残留溶剂、含量测定、贮藏）”。,浙江省药品监督管理局,2024-06-14,已备案,详情
鄂备2024022622,诺氟沙星胶囊,国药准字H42021344,湖北民康制药有限公司,湖北省宜昌市西坝路50号,湖北民康制药有限公司,湖北省宜昌市伍家岗区花艳一路1号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌市西坝路50号变更为湖北省宜昌市伍家岗区花艳一路1号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
晋备2024022009,复方妥英麻黄茶碱片,国药准字H14022766,山西双雁药业有限公司,大同市开发区医药工业园区,山西双雁药业有限公司,山西省大同市医药工业园区中央大道北侧,申请说明书及包装标签备案：国家药品监督管理局2024年03月22日发布《国家药监局关于修订复方妥英麻黄茶碱片说明书的公告（2024年第25号）》，根据公告要求，对说明书及包装标签进行修订。,山西省药品监督管理局,2024-06-14,已备案,详情
鄂备2024022636,乙肝扶正胶囊,国药准字Z42021522,湖北民康制药有限公司,湖北省宜昌市西坝路50号,湖北民康制药有限公司,湖北省宜昌市伍家岗区花艳一路1号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌市西坝路50号变更为湖北省宜昌市伍家岗区花艳一路1号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
桂备2024022327,复方感冒灵颗粒,国药准字Z45022221,广西宝瑞坦制药有限公司,广西-东盟经济技术开发区教育路35号,广西宝瑞坦制药有限公司,广西-东盟经济技术开发区教育路35号,"1.在药品说明书、标签上新增使用经授权的“善全”注册商标。
2.重新设计复方感冒灵颗粒（14g/袋×17袋/盒）说明书、标签上的文字与版面式样。（详见所附的说明书、标签样稿）",广西壮族自治区药品监督管理局,2024-06-14,已备案,详情
鄂备2024022652,七厘散,国药准字Z42021413,湖北民康制药有限公司,湖北省宜昌市西坝路50号,湖北民康制药有限公司,湖北省宜昌市伍家岗区花艳一路1号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌市西坝路50号变更为湖北省宜昌市伍家岗区花艳一路1号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
蒙备2024022483,槟榔四消丸,国药准字Z15020726,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,"1.申请槟榔四消丸生产地址名称表述变更，由“内蒙古五原县隆兴昌镇团结路”变更为“内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路”。
2.申请槟榔四消丸“药品包装用铝箔和聚氯乙烯固体药用硬片泡罩包装，9g/丸×10丸/板×1板/盒”包装规格的说明书、包装标签的重新备案。具体变更内容如下：
槟榔四消丸药品说明书、包装标签【上市许可持有人/生产企业】项下生产地址由“内蒙古五原县隆兴昌镇团结路”变更为“内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路”。
槟榔四消丸内标签“【产品批号】”变更为“【产品批号】见边缘处”，“【有效期】36个月”变更为“【有效期至】见边缘处”。
规范槟榔四消丸药品说明书中的内容：【警示语】项下增加“警告：孕妇忌服。”；【包装】项下“药用铝塑包装”修订为“药品包装用铝箔和聚氯乙烯固体药用硬片泡罩包装”；“9克×10丸/盒”修订为“每丸重9克，每板装10丸，每盒装1板”；【执行标准】修订为“《中国药典》2020年版一部”；
其余内容皆按照相关法规要求，重新进行设计。申请人对申报资料的真实性、准确性、完整性、规范性负责。",内蒙古自治区药品监督管理局,2024-06-14,已备案,详情
鄂备2024022648,天麻丸,国药准字Z42021452,湖北民康制药有限公司,湖北省宜昌市西坝路50号,湖北民康制药有限公司,湖北省宜昌市伍家岗区花艳一路1号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌市西坝路50号变更为湖北省宜昌市伍家岗区花艳一路1号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
苏备2024022387,氯氮平片,国药准字H32024027,无锡济煜山禾药业股份有限公司,无锡市新吴区长江南路12号,无锡济煜山禾药业股份有限公司,无锡市新吴区长江南路12号,根据国家药监局国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）变更我司氯氮平片的质量标准，由“《中国药典》2020年版二部”变更为“《中国药典》2020年版第一增补本”。,江苏省药品监督管理局,2024-06-14,已备案,详情
陕备2024022599,小儿咳喘灵颗粒,国药准字Z61021246,陕西汉王药业股份有限公司,陕西省汉中市汉台区经济开发区创智产业园高新大道6号,陕西汉王药业股份有限公司,陕西省汉中市汉台区（经济开发区北区）迎宾西路；陕西省汉中市汉台区经济开发区创智产业园高新大道6号,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，将小儿咳喘灵颗粒药品说明书设计为“纸质药品说明书（完整版)+电子药品说明书（完整版）”格式，并在其药品说明书上增加电子药品说明书二维码，二维码下方标注“用微信扫描二维码可查看电子说明书”。,陕西省药品监督管理局,2024-06-14,已备案,详情
浙备2024022345,磷酸西格列汀片,国药准字H20223592,浙江华海药业股份有限公司,浙江省临海市汛桥,浙江华海药业股份有限公司,浙江省临海市汛桥,新增原料药供应商：新增浙江昌海制药有限公司（登记号：Y20210001109，登记状态：A）为本品原料药磷酸西格列汀的供应商。,浙江省药品监督管理局,2024-06-14,已备案,详情
陕备2024022677,六味地黄丸（大蜜丸）,国药准字Z61020188,陕西汉王药业股份有限公司,陕西省汉中市汉台区经济开发区创智产业园高新大道6号,陕西汉王药业股份有限公司,陕西省汉中市汉台区（经济开发区北区）迎宾西路；陕西省汉中市汉台区经济开发区创智产业园高新大道6号,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，将六味地黄丸（大蜜丸）药品说明书设计为“纸质药品说明书（完整版）+电子药品说明书（完整版）”格式，并在其药品说明书上增加电子药品说明书二维码，二维码下方标注“用微信扫描二维码可查看电子说明书”。,陕西省药品监督管理局,2024-06-14,已备案,详情
琼备2024022597,注射用奥沙利铂,国药准字H20093168,齐鲁制药（海南）有限公司,海口市国家高新区南海大道273号-A 500车间,齐鲁制药（海南）有限公司,海口市国家高新区南海大道273号-A 原生产场地500车间基础上新增100车间,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由海口市国家高新区南海大道273号-A变更为海口市国家高新区南海大道273号-A 原生产场地500车间基础上新增100车间,海南省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
鄂备2024022625,牛黄解毒片,国药准字Z42021520,湖北民康制药有限公司,湖北省宜昌市西坝路50号,湖北民康制药有限公司,湖北省宜昌市伍家岗区花艳一路1号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌市西坝路50号变更为湖北省宜昌市伍家岗区花艳一路1号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
鄂备2024022620,肝肾安糖浆,国药准字Z20025969,湖北民康制药有限公司,湖北省宜昌市西坝路50号,湖北民康制药有限公司,湖北省宜昌市伍家岗区花艳一路1号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌市西坝路50号变更为湖北省宜昌市伍家岗区花艳一路1号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
鄂备2024022657,头孢氨苄胶囊,国药准字H42021346,湖北民康制药有限公司,湖北省宜昌市西坝路50号,湖北民康制药有限公司,湖北省宜昌市伍家岗区花艳一路1号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌市西坝路50号变更为湖北省宜昌市伍家岗区花艳一路1号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
滇备2024022144,藿香正气水,国药准字Z20044103,云南白药集团股份有限公司,云南省昆明市呈贡区云南白药街3686号,云南白药集团股份有限公司,云南省昆明市呈贡新区云南白药集团股份有限公司,根据国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告（2023年第142号），采取试点方式二，在纸盒上印制小程序二维码，通过扫码提供电子药品说明书（完整版），同时提供说明书语音播报、用药提醒服务、在官网提供药品说明书。,云南省药品监督管理局,2024-06-14,已备案,详情
黑备2024020818,注射用单唾液酸四己糖神经节苷脂钠,国药准字H20060422,哈尔滨医大药业股份有限公司,哈尔滨开发区哈平路集中区渤海路,哈尔滨医大药业股份有限公司,哈尔滨开发区哈平路集中区渤海路,变更制剂生产工艺中的过滤器材料，由除菌过滤膜（材质为醋酸纤维素）变更为除菌滤芯（材质为聚醚砜）。,黑龙江省药品监督管理局,2024-06-14,已备案,详情
鄂备2024022667,枸橼酸舒芬太尼注射液,国药准字H20237165,宜昌人福药业有限责任公司,湖北省宜昌开发区大连路19号,宜昌人福药业有限责任公司,1.湖北省宜昌开发区大连路19号，2.湖北省宜昌市东临路517号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌开发区大连路19号变更为1.湖北省宜昌开发区大连路19号，2.湖北省宜昌市东临路517号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
陕备2024021397,消炎镇痛膏,国药准字Z61021664,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,我公司产品消炎镇痛膏，根据国家局适老化及无障碍版本药品说明书要求，在原说明书上增加说明书二维码，申请修改药品说明书。,陕西省药品监督管理局,2024-06-14,已备案,详情
滇备2024022266,消炎止咳片,国药准字Z53020350,云南白药集团股份有限公司,云南省昆明市呈贡区云南白药街3686号,云南白药集团股份有限公司,云南省昆明市呈贡新区云南白药集团股份有限公司,根据国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告（2023年第142号），采取试点方式二，在纸盒上印制小程序二维码，通过扫码提供电子药品说明书（完整版），同时提供说明书语音播报、用药提醒服务、在官网提供药品说明书。,云南省药品监督管理局,2024-06-14,已备案,详情
陕备2024021399,消炎镇痛膏,国药准字Z61021664,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,我公司产品消炎镇痛膏，根据国家局适老化及无障碍版本药品说明书要求，在原说明书上增加说明书二维码，申请修改药品说明书。,陕西省药品监督管理局,2024-06-14,已备案,详情
滇备2024022089,调经止痛片,国药准字Z53021156,昆明中药厂有限公司,昆明市螺蛳湾276号,昆明中药厂有限公司,昆明市高新区马金铺街道办事处照塘街82号,变更稠膏干燥工艺，稠膏增加过滤工序、干燥方式由“拌膏干燥”变更为“稠膏干燥”，干燥设备由“热风循环干燥箱（常压干燥）”变更为“真空带式干燥机（减压干燥）”。,云南省药品监督管理局,2024-06-14,已备案,详情
晋备2024021039,千柏鼻炎片,国药准字Z14020339,山西复盛公大药厂有限公司,山西省忻州市忻州经济开发区汾源东街70号,山西复盛公大药厂有限公司,山西省忻州市忻州经济开发区汾源东街70号,增加包装材料：口服固体药用高密度聚乙烯瓶（每片重0.45g；100片/瓶；有效期24个月）。,山西省药品监督管理局,2024-06-14,已备案,详情
滇备2024022140,蒲地蓝消炎片,国药准字Z20064017,云南白药集团股份有限公司,云南省昆明市呈贡区云南白药街3686号,云南白药集团股份有限公司,云南省昆明市呈贡新区云南白药集团股份有限公司,根据国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告（2023年第142号），采取试点方式二，在纸盒上印制小程序二维码，通过扫码提供电子药品说明书（完整版），同时提供说明书语音播报、用药提醒服务、在官网提供药品说明书。,云南省药品监督管理局,2024-06-14,已备案,详情
鄂备2024022668,罗库溴铵注射液,国药准字H20234518,宜昌人福药业有限责任公司,湖北省宜昌开发区大连路19号,宜昌人福药业有限责任公司,1.湖北省宜昌开发区大连路19号，2.湖北省宜昌市东临路517号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌开发区大连路19号变更为1.湖北省宜昌开发区大连路19号，2.湖北省宜昌市东临路517号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
川备2024021629,左卡尼汀口服溶液,国药准字H20233597,四川嘉创景态生物医药科技有限公司,成都高新区（西区）汇川街166号1栋13楼7号,成都迪康药业股份有限公司,成都高新区（西区）迪康大道一号,上市许可持有人地址由“成都高新区（西区）汇川街166号1栋7层3号”变更为“成都高新区（西区）汇川街166号1栋13楼7号”。说明书和标签做相应修订。,四川省药品监督管理局,2024-06-14,已备案,详情
浙备2024022345,磷酸西格列汀片,国药准字H20223592,浙江华海药业股份有限公司,浙江省临海市汛桥,浙江华海药业股份有限公司,浙江省临海市汛桥,新增原料药供应商：新增浙江昌海制药有限公司（登记号：Y20210001109，登记状态：A）为本品原料药磷酸西格列汀的供应商。,浙江省药品监督管理局,2024-06-14,已备案,详情
鄂备2024022647,浓缩养荣丸,国药准字Z42021439,湖北民康制药有限公司,湖北省宜昌市西坝路50号,湖北民康制药有限公司,湖北省宜昌市伍家岗区花艳一路1号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌市西坝路50号变更为湖北省宜昌市伍家岗区花艳一路1号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
鄂备2024022673,氢化可的松注射液,国药准字H42022064,宜昌人福药业有限责任公司,湖北省宜昌开发区大连路19号,宜昌人福药业有限责任公司,1.湖北省宜昌开发区大连路19号，2.湖北省宜昌市东临路517号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌开发区大连路19号变更为1.湖北省宜昌开发区大连路19号，2.湖北省宜昌市东临路517号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
鄂备2024022608,杏仁止咳合剂,国药准字Z42021425,湖北民康制药有限公司,湖北省宜昌市西坝路50号,湖北民康制药有限公司,湖北省宜昌市伍家岗区花艳一路1号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌市西坝路50号变更为湖北省宜昌市伍家岗区花艳一路1号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
鄂备2024022651,杞菊地黄丸(浓缩丸),国药准字Z42021445,湖北民康制药有限公司,湖北省宜昌市西坝路50号,湖北民康制药有限公司,湖北省宜昌市伍家岗区花艳一路1号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌市西坝路50号变更为湖北省宜昌市伍家岗区花艳一路1号,湖北省药品监督管理局,2024-06-14,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
滇备2024022155,小儿宝泰康颗粒,国药准字Z10920007,云南白药集团股份有限公司,云南省昆明市呈贡区云南白药街3686号,云南白药集团股份有限公司,云南省昆明市呈贡新区云南白药集团股份有限公司,根据国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告（2023年第142号），采取试点方式二，在纸盒上印制小程序二维码，通过扫码提供电子药品说明书（完整版），同时提供说明书语音播报、用药提醒服务、在官网提供药品说明书。,云南省药品监督管理局,2024-06-14,已备案,详情
苏备2024022387,氯氮平片,国药准字H32024027,无锡济煜山禾药业股份有限公司,无锡市新吴区长江南路12号,无锡济煜山禾药业股份有限公司,无锡市新吴区长江南路12号,根据国家药监局国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）变更我司氯氮平片的质量标准，由“《中国药典》2020年版二部”变更为“《中国药典》2020年版第一增补本”。,江苏省药品监督管理局,2024-06-14,已备案,详情
陕备2024022599,小儿咳喘灵颗粒,国药准字Z61021246,陕西汉王药业股份有限公司,陕西省汉中市汉台区经济开发区创智产业园高新大道6号,陕西汉王药业股份有限公司,陕西省汉中市汉台区（经济开发区北区）迎宾西路；陕西省汉中市汉台区经济开发区创智产业园高新大道6号,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，将小儿咳喘灵颗粒药品说明书设计为“纸质药品说明书（完整版)+电子药品说明书（完整版）”格式，并在其药品说明书上增加电子药品说明书二维码，二维码下方标注“用微信扫描二维码可查看电子说明书”。,陕西省药品监督管理局,2024-06-14,已备案,详情
