备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
浙备2024019652,米非司酮片,国药准字H20000649,浙江仙琚制药股份有限公司,浙江省台州市仙居县仙药路1号,浙江仙琚制药股份有限公司,浙江省台州市仙居县福应街道现代工业集聚区兴业路6号,申请将本品有效期由“24个月”变更为“36个月”，并对药品说明书做相应修改。,浙江省药品监督管理局,2024-06-03,已备案,详情
桂备2024020310,陈香露白露片,国药准字Z45020780,广西圣特药业有限公司,广西省柳州市柳城县大埔镇河西大道延长线10号,广西圣特药业有限公司,广西省柳州市柳城县大埔镇河西大道延长线10号,"1、说明书：【执行标准】项下内容变更为“中华人民共和国卫生部药品标准中药成方制剂第八册WS3-B-1553-93及药典发[2002]417号文”，其他内容无改变。
2、新修订的瓶装包装标签由渐变蓝色做底，配上蓝色框条构成整个版面，其他内容无改变。
3、其它内容无改变。",广西壮族自治区药品监督管理局,2024-06-03,已备案,详情
赣备2024020743,磷酸奥司他韦胶囊,国药准字H20243724,江西药都仁和制药有限公司,江西省樟树市葛玄路6号,江西药都仁和制药有限公司,江西省樟树市葛玄路6号,根据《关于仿制药质量和疗效一致性评价工作有关事项的公告》（2017年第100号），在药品说明书和外包装盒上新增“通过一致性评价”标识，说明书【修改日期】为此次备案公示日期。,江西省药品监督管理局,2024-06-04,已备案,详情
吉备2024021146,复方贝母片,国药准字Z20025843,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
吉备2024021175,十全大补丸,国药准字Z22024668,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
Y浙备2024020806,美沙拉秦,Y20190000586,无,无,浙江恒康药业股份有限公司,浙江省三门县浦坝港镇承恩路11号,美沙拉秦有效期由“18个月”变更至“36个月”,浙江省药品监督管理局,2024-06-04,已备案,详情
苏备2024020470,注射用更昔洛韦,国药准字H20055272,南京易亨制药有限公司,南京市江北新区华宝路118号,南京易亨制药有限公司,南京市江北新区天浦路22号,因《药品生产许可证》注册地址发生变更，注射用更昔洛韦【药品上市许可持有人】项下注册地址由“南京市江北新区天浦路22号”变更为“南京市江北新区华宝路118号”，【药品上市许可持有人】主体不变。,江苏省药品监督管理局,2024-06-04,已备案,详情
吉备2024021191,三肾丸,国药准字Z22024898,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
吉备2024021128,活力源口服液,国药准字Z22024319,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
豫备2024020381,双黄连口服液,国药准字Z20133010,河南太龙药业股份有限公司,郑州高新技术产业开发区金梭路8号,河南太龙药业股份有限公司,郑州高新技术产业开发区金梭路8号；河南省巩义市竹林镇,依据药品补充申请批准通知书编号：2024B01897，修订说明书的【贮藏】项：由“密封，避光，置阴凉处（不超过20℃）”变更为“密封，避光。”,河南省药品监督管理局,2024-06-03,已备案,详情
赣备2024020737,痧气丸,国药准字Z36021758,江西药都樟树制药有限公司,江西省樟树市福城工业园区,江西药都樟树制药有限公司,生产地址一：江西省樟树市福城工业园区；生产地址二：江西省樟树市仁和路36号,生产场地变更。具体变更：在生产地址“江西省樟树市福城工业园区”基础上增加“江西省樟树市仁和路36号”的生产地址，药品说明书、标签相应内容同步进行变更。由于本品长期未生产及变更生产场地，暂不得生产上市。按相关技术指导原则要求进行研究、评估和必要的验证，依法经批准或备案后方可上市销售。,江西省药品监督管理局,2024-06-03,已备案,详情
赣备2024020401,木香槟榔丸,国药准字Z36021733,江西药都樟树制药有限公司,江西省樟树市福城工业园区,江西药都樟树制药有限公司,生产地址一：江西省樟树市福城工业园区；生产地址二：江西省樟树市仁和路36号,生产场地变更。具体变更：在生产地址“江西省樟树市福城工业园区”基础上增加“江西省樟树市仁和路36号”的生产地址，药品说明书、标签相应内容同步进行变更。由于本品长期未生产及变更生产场地，暂不得生产上市。按相关技术指导原则要求进行研究、评估和必要的验证，依法经批准或备案后方可上市销售。,江西省药品监督管理局,2024-06-03,已备案,详情
湘备2024020136,安乃近片,国药准字H43021282,湖南新汇制药股份有限公司,长沙望城经济开发区唯罗克路18号,湖南新汇制药股份有限公司,长沙望城经济开发区唯罗克路18号,按照《国家药监局关于修订安乃近相关品种说明书的公告》（2020年 第34号）要求，修订安乃近片（规格：0.5g）的说明书中【警示语】、【适应症】、【用法用量】、【不良反应】、【禁忌】、【注意事项】、【孕妇及哺乳期妇女用药】、【儿童用药】等项相关内容，以及包装标签中【适应症】、【用法用量】项相关内容，其内容的准确性和完整性由企业负责。,湖南省药品监督管理局,2024-06-04,已备案,详情
苏备2024020903,阿奇霉素胶囊,国药准字H20058525,江苏福邦药业有限公司,灌南县江苏灌南经济开发区深圳路18号,江苏福邦药业有限公司,江苏省连云港市灌南县新安镇人民东路3号,根据药品生产许可证（证书编号：苏20160314），将该品种涉及药品上市持有人地址信息，由“灌南县新安镇人民东路”修订为“灌南县江苏灌南经济开发区深圳路18号”。,江苏省药品监督管理局,2024-06-04,已备案,详情
粤备2024020552,左氧氟沙星滴眼液,国药准字H20234675,汕头经济特区明治医药有限公司,汕头保税区A08-1地块,深圳万和制药有限公司,深圳市光明新区汇通路7号万和科技大厦B、C、D栋,本品说明书、标签增加“通过一致性评价”标识。,广东省药品监督管理局,2024-06-04,已备案,详情
吉备2024021111,补金片,国药准字Z22024300,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
辽备2024020820,地氯雷他定口服溶液,国药准字H20243788,辽宁儿童制药有限公司,辽宁省锦州市太和区松山大街53号,锦州奥鸿药业有限责任公司,锦州市太和区松山大街55号,申请将地氯雷他定口服溶液药品有效期由18个月延长至24个月，说明书和包装标签按规定修订。,辽宁省药品监督管理局,2024-06-04,已备案,详情
吉备2024021177,河车大造丸,国药准字Z22024665,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
吉备2024021125,八珍益母丸,国药准字Z22024891,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
湘备2024020530,奥拉帕利片,国药准字H20243063,湖南科伦制药有限公司,岳阳县城关镇荣新路（县生态工业园3号）,湖南科伦制药有限公司,湖南省岳阳经济技术开发区康王工业园,根据国家药监局《关于“通过一致性评价”标识使用有关事宜的说明》及国家仿制药一致性评价相关规定，奥拉帕利片（100mg）在说明书、标签中增加“仿制药一致性评价”标识，其内容的准确性和完整性由企业负责。,湖南省药品监督管理局,2024-06-04,已备案,详情
粤备2024020581,氟尿嘧啶注射液,国药准字H20183471,广东岭南制药有限公司,韶关市武江区西联镇沐溪八路5号,广东岭南制药有限公司,韶关市武江区西联镇沐溪八路5号,本品有效期由“18个月”变更为“24个月”。,广东省药品监督管理局,2024-06-04,已备案,详情
吉备2024021129,活力源片,国药准字Z22024320,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
吉备2024021167,复肾宁片,国药准字Z22024302,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
吉备2024021170,六味地黄胶囊,国药准字Z22024666,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
湘备2024020132,安乃近片,国药准字H43021281,湖南新汇制药股份有限公司,长沙望城经济开发区唯罗克路18号,湖南新汇制药股份有限公司,长沙望城经济开发区唯罗克路18号,按照《国家药监局关于修订安乃近相关品种说明书的公告》（2020年 第34号）要求，修订安乃近片（规格：0.25g）的说明书中【警示语】、【适应症】、【用法用量】、【不良反应】、【禁忌】、【注意事项】、【孕妇及哺乳期妇女用药】、【儿童用药】等项相关内容，以及包装标签中【适应症】、【用法用量】项相关内容，其内容的准确性和完整性由企业负责。,湖南省药品监督管理局,2024-06-04,已备案,详情
吉备2024021137,参茸固本片,国药准字Z22024332,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由null变更为吉林省抚松制药股份有限公司;生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
湘备2024020529,奥拉帕利片,国药准字H20243062,湖南科伦制药有限公司,岳阳县城关镇荣新路（县生态工业园3号）,湖南科伦制药有限公司,湖南省岳阳经济技术开发区康王工业园,根据国家药监局《关于“通过一致性评价”标识使用有关事宜的说明》及国家仿制药一致性评价相关规定，奥拉帕利片（150mg）在说明书、标签中增加“仿制药一致性评价”标识，其内容的准确性和完整性由企业负责。,湖南省药品监督管理局,2024-06-04,已备案,详情
吉备2024021158,柏子养心丸,国药准字Z22024661,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
Y浙备2024020594,美索巴莫,Y20170001611,无,无,浙江海洲制药股份有限公司,浙江省临海市沿海工业园区,美索巴莫注册标准YBH04362024中有关物质检查项杂质名称描述“美索巴莫β异构体” 变更为“美索巴莫异构体”；微生物限度检查项的描述“1g供试品中需氧菌总数不得过1000个、霉菌和酵母菌总数不得过100个、不得检出大肠埃希菌。”变更为“1g供试品中需氧菌总数不得过10^3cfu、霉菌和酵母菌总数不得过10^2cfu、不得检出大肠埃希菌。”。,浙江省药品监督管理局,2024-06-04,已备案,详情
Y鄂备2024019160,羟乙基淀粉130/0.4,Y20170000528,无,无,武汉华科大生命科技股份有限公司,湖北省武汉市东湖新技术开发区华工科技园华工园四路3号1栋,因羟乙基淀粉130/0.4原料药品种有登记号（登记号：Y20170000528），但无药品批准文号，无法在--药品业务应用系统--生产企业及场地变更--项下变更生产企业名称及生产企业地址，故通过--药品业务应用系统--境内生产药品注册--境内生产药品备案--方式提交生产企业名称变更备案申请。 1. 变更羟乙基淀粉130/0.4生产企业名称 ，生产企业名称从“武汉华科大生命科技有限公司”变更为“武汉华科大生命科技股份有限公司”，生产企业名称中增加“股份”二字。 2. 变更产品内外标签中生产企业名称。,湖北省药品监督管理局,2024-06-04,已备案,详情
苏备2024020472,黄疸茵陈片,国药准字Z20080126,南京易亨制药有限公司,南京市江北新区华宝路118号,南京易亨制药有限公司,南京市江北新区天浦路22号,因《药品生产许可证》注册地址发生变更，黄疸茵陈片【药品上市许可持有人】项下注册地址由“南京市江北新区天浦路22号”变更为“南京市江北新区华宝路118号”，【药品上市许可持有人】主体不变。,江苏省药品监督管理局,2024-06-04,已备案,详情
粤备2024020298,雷贝拉唑钠肠溶片,国药准字H20243719,丽珠集团丽珠制药厂,珠海市金湾区创业北路38号,丽珠集团丽珠制药厂,珠海市金湾区创业北路38号,本品的包装标签增加“通过一致性评价”标识。,广东省药品监督管理局,2024-06-04,已备案,详情
辽备2024021240,阿司匹林肠溶片,国药准字H20065051,沈阳奥吉娜药业有限公司,辽宁省沈阳经济技术开发区沈辽西路278号,"沈阳奥吉娜药业有限公司,朝阳龙城制药有限公司,原研药港生物制药（沈阳）股份有限公司",辽宁省沈阳经济技术开发区沈辽西路278号；朝阳市龙泉大街一段10号；沈阳市浑南区麦子屯603-10号,"因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由沈阳奥吉娜药业有限公司；朝阳龙城制药有限公司；辽宁格林生物药业集团股份有限公司变更为沈阳奥吉娜药业有限公司,朝阳龙城制药有限公司,原研药港生物制药（沈阳）股份有限公司",辽宁省药品监督管理局,2024-06-04,已备案,详情
Y苏备2024021095,枸橼酸他莫昔芬,Y20180000642,无,无,扬子江药业集团江苏海慈生物药业有限公司,江苏省泰州医药高新区泰镇路8号,根据国家药品监督管理局 国家卫生健康委《关于发布实施〈中华人民共和国药典〉（2020年版）第一增补本的公告》（2023年第126号），将本品执行标准由“按《中国药典》2020年版二部执行，其中“鉴别（3）”、“氯化物”、 “有关物质I”、 “有关物质II” 、“总杂”、 “残留溶剂”、 “苯”、 “炽灼残渣”、 “重金属”和“微生物限度”项按注册标准YBY63842019执行”变更为“《中国药典》2020年版第一增补本执行，同时执行YBY63842019中“鉴别（3）”、“氯化物”、 “有关物质I”、 “有关物质II” 、“总杂”、 “残留溶剂”、 “苯”、 “炽灼残渣”、 “重金属”和“微生物限度”项”。,江苏省药品监督管理局,2024-06-04,已备案,详情
粤备2024020554,口炎清颗粒,国药准字Z44021730,广州白云山和记黄埔中药有限公司,广州市白云区沙太北路389号,广州白云山和记黄埔中药有限公司,广州市沙太北路389号,本品有效期由24个月变更为36个月，说明书和包装标签有效期项按规定修订。,广东省药品监督管理局,2024-06-04,已备案,详情
鄂备2024017763,复方氨基酸注射液（18AA-V-SF）,国药准字H10920130,武汉久安药业有限公司,武汉庙山小区特一号武汉医药产业园,武汉久安药业有限公司,武汉庙山小区特一号武汉医药产业园,本品属长年未生产品种，申请恢复生产并进行批量生产。,湖北省药品监督管理局,2024-06-04,已备案,详情
浙备2024020918,杞枣口服液,国药准字B20020312,浙江泰利森药业有限公司,浙江省海盐经济开发区新桥北路200号,浙江泰利森药业有限公司,浙江省海盐经济开发区新桥北路200号,根据原国家食品药品监督管理局24号令和国家药品监督管理局药品补充申请批准通知书（通知书编号：2024B01592）对药品说明书及包装标签进行相应修改。,浙江省药品监督管理局,2024-06-04,已备案,详情
吉备2024021186,桑菊感冒片,国药准字Z22024324,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
黑备2024019865,盐酸二甲双胍缓释片,国药准字H20233284,哈尔滨珍宝制药有限公司,哈尔滨开发区哈平路集中区烟台一路8号,哈尔滨珍宝制药有限公司,哈尔滨开发区哈平路集中区烟台一路8号,申请在原“铝塑泡罩包装（聚氯乙烯固体药用硬片和药用铝箔）”包装基础上增加“口服固体药用高密度聚乙烯瓶”包装（每瓶30粒）;变更后药品的有效期暂定为15个月。,黑龙江省药品监督管理局,2024-06-04,已备案,详情
吉备2024021159,消咳宁片,国药准字Z22024671,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
桂备2024021046,罗汉果止咳糖浆,国药准字Z45020957,恒拓集团南宁仁盛制药有限公司,广西-东盟经济技术开发区长岗大道69号,恒拓集团南宁仁盛制药有限公司,广西-东盟经济技术开发区长岗大道69号,"一、说明书
120毫升/瓶：
新设计的说明书，版面调整，增加商标和销售电话，其余文字内容均不变。
二、包装标签
120毫升/瓶：
内标签瓶签和外包装盒子均为新设计式样，版面不同商标变更，盒子增加销售电话，其余文字内容均符合国家药监局24号令及罗汉果止咳糖浆质量标准要求，并与备案说明书文字内容保持一致。",广西壮族自治区药品监督管理局,2024-06-04,已备案,详情
吉备2024021167,复肾宁片,国药准字Z22024302,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
苏备2024020904,克霉唑溶液,国药准字H32024923,江苏福邦药业有限公司,灌南县江苏灌南经济开发区深圳路18号,江苏福邦药业有限公司,江苏省连云港市灌南县新安镇人民东路3号,根据药品生产许可证（证书编号：苏20160314），将该品种涉及药品上市持有人地址信息，由“灌南县新安镇人民东路”修订为“灌南县江苏灌南经济开发区深圳路18号”。,江苏省药品监督管理局,2024-06-04,已备案,详情
赣备2024020158,人血白蛋白,国药准字S20043058,华润博雅生物制药集团股份有限公司,江西省抚州市抚州高新技术产业开发区惠泉路333号,华润博雅生物制药集团股份有限公司,江西省抚州市抚州高新技术产业开发区惠泉路333号,新增一台GEA公司生产的离心机（型号：BKB45），用于低温离心分离原料血浆得到冷沉淀与去冷沉淀血浆；新增的离心机替代原有的管式离心机，每批次离心3吨血浆得到的去冷沉淀血浆，与原有管式离心机离心3吨血浆得到的去冷沉淀血浆合并用于我公司已上市产品人血白蛋白的生产。,江西省药品监督管理局,2024-06-04,已备案,详情
琼备2024019236,盐酸丙卡特罗片,国药准字H20243707,海南万玮制药有限公司,海南省海口市南海大道100号美国工业村2号厂房,海南万玮制药有限公司,海南省海口市南海大道100号美国工业村2号厂房,根据《总局关于仿制药质量和疗效一致性评价工作有关事项的公告》（2017年第100号）要求，在盐酸丙卡特罗片，规格：25μg（按C₁₆H₂₂N₂O₃•HCl•1/2H₂O计）药品说明书和标签增加“通过一致性评价”标识。,海南省药品监督管理局,2024-06-04,已备案,详情
苏备2024020990,硫酸羟氯喹片,国药准字H20243758,苏州长征-欣凯制药有限公司,江苏省苏州吴中经济开发区河东工业园六丰路567号,苏州长征-欣凯制药有限公司,江苏省苏州吴中经济开发区河东工业园六丰路567号,根据国家局《关于“通过一致性评价”标识使用有关事宜的说明》，本品在说明书中增加“通过一致性评价”标识。,江苏省药品监督管理局,2024-06-04,2024年06月14日，撤销备案,详情
Y湘备2024020616,利伐沙班,Y20210001204,无,无,天地恒一制药股份有限公司,湖南省长沙国家生物产业基地康天路109号,申请将利伐沙班的有效期由“24个月”延长至“36个月”。,湖南省药品监督管理局,2024-06-04,已备案,详情
津备2024021334,颠茄片,国药准字Z12020425,天津力生制药股份有限公司,天津市西青经济开发区赛达北一道16号,天津力生制药股份有限公司,天津市西青经济开发区赛达北一道16号,天津力生制药股份有限公司申请变更颠茄片包装标签式样，增加“中华老字号”标识。,天津市药品监督管理局,2024-06-04,已备案,详情
Y湘备2024020665,恩格列净,Y20210001202,无,无,天地恒一制药股份有限公司,湖南省长沙国家生物产业基地康天路109号,申请将恩格列净的有效期由“24个月”延长至“36个月”。,湖南省药品监督管理局,2024-06-04,已备案,详情
赣备2024020197,人纤维蛋白原,国药准字S20013006,华润博雅生物制药集团股份有限公司,江西省抚州市抚州高新技术产业开发区惠泉路333号,华润博雅生物制药集团股份有限公司,江西省抚州市抚州高新技术产业开发区惠泉路333号,新增一台GEA公司生产的离心机（型号：BKB45），用于低温离心分离原料血浆得到冷沉淀与去冷沉淀血浆；新增的离心机替代原有的管式离心机，每批次离心3吨血浆得到的去冷沉淀血浆，与原有管式离心机离心3吨血浆得到的去冷沉淀血浆合并用于我公司已上市产品人纤维蛋白原的生产。,江西省药品监督管理局,2024-06-04,已备案,详情
冀备2024021073,复方氢氧化铝片,国药准字H13023224,石家庄康力药业有限公司,河北省石家庄市藁城区常安北楼,石家庄康力药业有限公司,河北省,"申请本品三硅酸镁原料药供应商新增（增加“石家庄五岳制药厂”）。申请人对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性,必要时提出补充申请。",河北省药品监督管理局,2024-06-04,已备案,详情
粤备2024020554,口炎清颗粒,国药准字Z44021730,广州白云山和记黄埔中药有限公司,广州市白云区沙太北路389号,广州白云山和记黄埔中药有限公司,广州市沙太北路389号,本品有效期由24个月变更为36个月，说明书和包装标签有效期项按规定修订。,广东省药品监督管理局,2024-06-04,已备案,详情
苏备2024020894,克拉霉素胶囊,国药准字H20083442,江苏福邦药业有限公司,灌南县江苏灌南经济开发区深圳路18号,江苏福邦药业有限公司,江苏省连云港市灌南县新安镇人民东路3号,根据药品生产许可证（证书编号：苏20160314），将该品种涉及药品上市持有人地址信息，由“灌南县新安镇人民东路”修订为“灌南县江苏灌南经济开发区深圳路18号”。,江苏省药品监督管理局,2024-06-04,已备案,详情
吉备2024021147,银翘解毒丸,国药准字Z22024329,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
吉备2024021133,紫蔻丸,国药准字Z22024342,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
粤备2024020473,盐酸依匹斯汀片,国药准字H20243678,兆科药业（广州）有限公司,广州市南沙区珠江工业园美德三路1号自编A栋二层西区,兆科药业（广州）有限公司,广州市南沙区珠江工业园美德三路1号自编B栋6楼,在说明书、标签中增加“通过一致性评价”标识。,广东省药品监督管理局,2024-06-04,已备案,详情
吉备2024021166,小儿金丹片,国药准字Z22024902,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
黑备2024018939,熊胆胶囊,国药准字Z19983072,黑龙江黑宝药业股份有限公司,黑龙江省牡丹江市东安区景福街160号,黑龙江黑宝药业股份有限公司,黑龙江省牡丹江市西海林街212号\黑龙江省牡丹江市三道关,"在原有铝塑铝复合包装基础上，增加药用玻璃瓶包装(药用玻璃瓶登记号：B20190007336),所用瓶盖为铝塑组合盖(铝塑组合盖登记号：20190007134)，变更包装材料后药品有效期暂定15个月。",黑龙江省药品监督管理局,2024-06-04,已备案,详情
吉备2024021176,清胰利胆颗粒,国药准字Z22024308,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
吉备2024021117,六味地黄胶囊,国药准字Z20063194,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
吉备2024021165,人参养荣丸,国药准字Z22024897,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
吉备2024021124,感冒清胶囊,国药准字Z22024335,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
吉备2024021151,牛黄解毒片,国药准字Z22024306,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
苏备2024020952,吸入用硫酸沙丁胺醇溶液,H20243303,立生医药（苏州）有限公司,苏州工业园区桑田街218号生物医药产业园二期11号楼,立生医药（苏州）有限公司,苏州工业园区桑田街218号生物医药产业园二期11号楼,1、根据质量标准YBH03092024制定了稳定性考察方案，稳定性数据结果符合方案要求，现将本品有效期由18个月变更为24个月。,江苏省药品监督管理局,2024-06-04,已备案,详情
吉备2024021190,艾附暖宫丸,国药准字Z22024890,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由抚松县抚松镇松山街375号变更为吉林省抚松县抚松镇松山街375号,吉林省药品监督管理局,2024-06-04,已备案,详情
